figure,layer,category,before_genes,before_pct,after_genes,after_pct
B,Locus fate,Syntenic 1:1,19965.0,82.10305547559321,19965.0,82.6879271070615
B,Locus fate,Split,4.0,0.016449397540815067,8.0,0.03313315386208325
B,Locus fate,Merge,2.0,0.008224698770407534,1.0,0.004141644232760406
B,Locus fate,Complex,0.0,0.0,0.0,0.0
B,Locus fate,Unresolved weak-overlap,2300.0,9.458403585968664,2092.0,8.66431973493477
B,Locus fate,Strict unmatched,2046.0,8.413866842126907,2079.0,8.610478359908884
