figure,layer,category,before_genes,before_pct,after_genes,after_pct
B,Locus fate,Syntenic 1:1,28986.0,96.04055531625858,28986.0,91.291612862587
B,Locus fate,Split,322.0,1.0668963917696566,679.0,2.1385153223520517
B,Locus fate,Merge,0.0,0.0,0.0,0.0
B,Locus fate,Complex,0.0,0.0,0.0,0.0
B,Locus fate,Unresolved weak-overlap,784.0,2.597660779960903,1294.0,4.075462190167238
B,Locus fate,Strict unmatched,89.0,0.29488751201086777,792.0,2.494409624893704
