gene_scope,overlap_mode,overlap_threshold,boundary_tolerance_bp,cds_change_threshold,utr_change_threshold,candidate_pairs,same_strand_overlaps,containment_pairs_filtered_by_reciprocal,containment_candidate_pairs,total_before_genes,total_after_genes,syntenic_total,changed_before_genes,changed_before_pct,changed_after_genes,changed_after_pct,no_overlap_after_loci,no_overlap_before_loci,rep_transcript_pairs,rep_structural_changed,rep_structural_changed_pct,rep_exon_count_changed,rep_exon_boundary_changed_same_count,rep_cds_count_changed,rep_cds_boundary_changed_same_count,split_events,merge_events,complex_events,unresolved_overlap_after_genes,unresolved_overlap_before_genes,novel_genes,deleted_genes,one_to_one_exact,one_to_one_gene_boundary_changed,one_to_one_utr_added,one_to_one_utr_lost,one_to_one_utr_exon_added,one_to_one_utr_exon_removed,one_to_one_utr_refined,one_to_one_coding_exon_gain,one_to_one_coding_exon_loss,one_to_one_exon_boundary_refined,one_to_one_cds_change,one_to_one_cds_boundary_refined,one_to_one_isoform_change,syntenic_exact,syntenic_utr_exon_removed,syntenic_exon_gain_utr_exon_removed_cds_extended,syntenic_exon_boundary_refined_utr_refined,syntenic_utr_exon_added,syntenic_boundary_refined,syntenic_exon_boundary_refined_cds_truncated_utr_added,syntenic_exon_loss_utr_exon_added_cds_truncated,syntenic_exon_loss_cds_extended_utr_added,syntenic_exon_boundary_refined_cds_extended_utr_added,syntenic_exon_loss_cds_truncated_utr_added,syntenic_exon_boundary_refined_cds_extended_utr_refined,syntenic_exon_gain_cds_extended_utr_added,syntenic_exon_loss_cds_extended_utr_refined,syntenic_exon_gain_cds_extended_utr_refined,syntenic_exon_loss_cds_truncated_utr_refined,syntenic_exon_loss_cds_boundary_refined_utr_added,syntenic_exon_gain_cds_truncated_utr_refined,syntenic_utr_exon_added_cds_truncated,syntenic_exon_boundary_refined_utr_added,syntenic_utr_exon_added_cds_extended,syntenic_utr_exon_removed_cds_extended,syntenic_exon_loss_utr_exon_added_cds_extended,syntenic_exon_gain_utr_exon_added_cds_extended,syntenic_exon_gain_cds_truncated_utr_added,syntenic_exon_gain_utr_exon_removed_cds_truncated,syntenic_exon_gain_cds_boundary_refined_utr_added,syntenic_exon_gain_utr_exon_added_cds_truncated,syntenic_exon_boundary_refined_cds_truncated_utr_refined,syntenic_utr_exon_removed_cds_truncated,syntenic_exon_loss_utr_exon_removed_cds_extended,syntenic_exon_loss_cds_extended,syntenic_exon_loss_cds_boundary_refined_utr_refined,syntenic_utr_exon_removed_cds_boundary_refined,syntenic_exon_loss_cds_truncated,syntenic_exon_loss_cds_extended_utr_lost,syntenic_exon_loss_utr_exon_removed_cds_truncated,syntenic_exon_boundary_refined_cds_truncated,syntenic_exon_boundary_refined_cds_extended,syntenic_exon_boundary_refined_cds_boundary_refined_utr_refined,syntenic_exon_gain_cds_truncated,syntenic_exon_gain_utr_exon_removed_cds_boundary_refined,before_in_splits,before_in_merges,before_in_complex,after_in_splits,after_in_merges,after_in_complex
mrna,hybrid,0.5,10,0.1,0.1,19975,23190,2956,22931,24317,24145,19179,8960,36.846650491425756,8788,36.39676951749845,1606,1142,19179,2918,15.214557589029667,2018,900,1128,317,468,675,57,1064,1064,2079,2046,15357,3652,1404,2,783,715,1659,263,865,731,1445,12,0,15357,530,106,364,388,904,49,283,143,40,247,69,51,94,42,53,5,16,49,191,26,60,18,13,22,3,2,6,14,5,4,9,2,1,1,1,5,1,2,1,1,1,468,1402,158,979,675,169
