gene_scope,overlap_mode,overlap_threshold,boundary_tolerance_bp,cds_change_threshold,utr_change_threshold,candidate_pairs,same_strand_overlaps,containment_pairs_filtered_by_reciprocal,containment_candidate_pairs,total_before_genes,total_after_genes,syntenic_total,changed_before_genes,changed_before_pct,changed_after_genes,changed_after_pct,no_overlap_after_loci,no_overlap_before_loci,rep_transcript_pairs,rep_structural_changed,rep_structural_changed_pct,rep_exon_count_changed,rep_exon_boundary_changed_same_count,rep_cds_count_changed,rep_cds_boundary_changed_same_count,split_events,merge_events,complex_events,unresolved_overlap_after_genes,unresolved_overlap_before_genes,novel_genes,deleted_genes,one_to_one_exact,one_to_one_gene_boundary_changed,one_to_one_utr_added,one_to_one_utr_lost,one_to_one_utr_exon_added,one_to_one_utr_exon_removed,one_to_one_utr_refined,one_to_one_coding_exon_gain,one_to_one_coding_exon_loss,one_to_one_exon_boundary_refined,one_to_one_cds_change,one_to_one_cds_boundary_refined,one_to_one_isoform_change,syntenic_exact,syntenic_exon_gain_utr_exon_removed_cds_extended,syntenic_isoform_mrna_2x1_restructured,syntenic_exon_loss_cds_extended_utr_added,syntenic_exon_loss_cds_extended,syntenic_utr_exon_added,syntenic_exon_boundary_refined_cds_extended_utr_added,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_3x2_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_3x2_restructured,syntenic_utr_exon_removed,syntenic_exon_boundary_refined_utr_refined,syntenic_utr_exon_removed_isoform_mrna_2x1_restructured,syntenic_utr_exon_removed_isoform_mrna_6x2_restructured,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_2x1_restructured,syntenic_isoform_mrna_3x2_restructured,syntenic_utr_exon_removed_isoform_mrna_3x2_restructured,syntenic_exon_boundary_refined_cds_extended,syntenic_isoform_mrna_3x1_restructured,syntenic_exon_gain_cds_extended,syntenic_exon_loss_cds_truncated_utr_added,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_4x3_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_2x1_restructured,syntenic_exon_boundary_refined_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_boundary_refined_utr_added,syntenic_exon_gain_utr_exon_removed_cds_extended_isoform_mrna_2x1_restructured,syntenic_exon_loss_utr_exon_added_cds_extended,syntenic_exon_boundary_refined_cds_truncated_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_gain_cds_truncated_utr_added_isoform_mrna_3x1_restructured,syntenic_utr_exon_removed_cds_extended,syntenic_exon_gain_cds_truncated_utr_added,syntenic_exon_gain_cds_extended_utr_added,syntenic_utr_exon_removed_isoform_mrna_5x4_restructured,syntenic_exon_boundary_refined_cds_truncated_utr_added,syntenic_exon_gain_cds_extended_utr_lost,syntenic_exon_loss_cds_boundary_refined_utr_refined_isoform_mrna_3x2_restructured,syntenic_exon_gain_cds_extended_utr_refined,syntenic_exon_boundary_refined_cds_extended_utr_refined,syntenic_exon_boundary_refined_cds_extended_utr_lost,syntenic_exon_loss_cds_truncated_isoform_mrna_3x2_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_6x2_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_5x4_restructured,syntenic_exon_boundary_refined_utr_refined_isoform_mrna_4x2_restructured,syntenic_exon_boundary_refined_cds_truncated,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_4x3_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated_isoform_mrna_3x1_restructured,syntenic_exon_boundary_refined_cds_truncated_utr_added_isoform_mrna_3x2_restructured,syntenic_exon_loss_cds_extended_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_boundary_refined_utr_refined_isoform_mrna_2x1_restructured,syntenic_exon_loss_cds_extended_utr_lost,syntenic_exon_loss_cds_truncated_utr_refined,syntenic_exon_gain_utr_exon_removed_cds_truncated,syntenic_exon_boundary_refined_cds_truncated_utr_refined,syntenic_exon_loss_cds_truncated_isoform_mrna_6x5_restructured,syntenic_exon_loss_utr_exon_removed_cds_extended,syntenic_isoform_mrna_4x3_restructured,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_3x1_restructured,syntenic_exon_loss_cds_extended_utr_refined,syntenic_utr_exon_removed_isoform_mrna_7x3_restructured,syntenic_exon_loss_utr_exon_added_cds_truncated,syntenic_exon_gain_cds_boundary_refined_utr_added,syntenic_utr_exon_added_cds_truncated_isoform_mrna_2x1_restructured,syntenic_exon_loss_cds_truncated_utr_lost_isoform_mrna_4x2_restructured,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_4x2_restructured,syntenic_exon_gain_cds_truncated_utr_added_isoform_mrna_4x3_restructured,syntenic_exon_gain_utr_exon_removed_cds_extended_isoform_mrna_4x1_restructured,syntenic_exon_boundary_refined_utr_refined_isoform_mrna_3x1_restructured,syntenic_exon_loss_cds_truncated_utr_added_isoform_mrna_5x4_restructured,syntenic_exon_boundary_refined_cds_truncated_utr_lost_isoform_mrna_3x2_restructured,syntenic_exon_gain_cds_extended_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_loss_utr_exon_removed_cds_truncated,syntenic_isoform_mrna_4x1_restructured,syntenic_exon_gain_utr_exon_added_cds_extended,syntenic_isoform_mrna_4x2_restructured,syntenic_utr_exon_added_cds_truncated,syntenic_exon_gain_utr_exon_added_cds_truncated_isoform_mrna_3x1_restructured,syntenic_isoform_mrna_5x1_restructured,syntenic_exon_boundary_refined_cds_truncated_utr_added_isoform_mrna_8x3_restructured,syntenic_exon_boundary_refined_cds_boundary_refined_utr_refined,syntenic_exon_gain_utr_exon_removed_cds_extended_isoform_mrna_3x1_restructured,syntenic_utr_exon_removed_isoform_mrna_5x1_restructured,syntenic_exon_loss_cds_truncated_isoform_mrna_2x1_restructured,syntenic_isoform_mrna_7x4_restructured,syntenic_isoform_mrna_6x3_restructured,syntenic_isoform_mrna_5x4_restructured,syntenic_utr_exon_removed_isoform_mrna_3x1_restructured,syntenic_exon_gain_utr_exon_removed_cds_boundary_refined,syntenic_exon_boundary_refined_cds_truncated_utr_lost,syntenic_utr_exon_removed_isoform_mrna_4x1_restructured,syntenic_exon_boundary_refined_cds_extended_utr_refined_isoform_mrna_2x1_restructured,syntenic_utr_exon_removed_cds_extended_isoform_mrna_2x1_restructured,syntenic_exon_boundary_refined_cds_extended_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_loss_cds_boundary_refined_utr_refined_isoform_mrna_6x2_restructured,syntenic_isoform_mrna_5x2_restructured,syntenic_exon_boundary_refined_cds_boundary_refined_utr_refined_isoform_mrna_3x2_restructured,syntenic_utr_exon_added_isoform_mrna_3x1_restructured,syntenic_exon_loss_cds_truncated_utr_refined_isoform_mrna_2x1_restructured,syntenic_isoform_mrna_10x4_restructured,syntenic_exon_loss_cds_boundary_refined_utr_added,syntenic_exon_loss_cds_truncated,syntenic_exon_loss_cds_truncated_utr_lost_isoform_mrna_3x2_restructured,syntenic_isoform_mrna_7x1_restructured,syntenic_exon_gain_cds_truncated_utr_refined_isoform_mrna_3x2_restructured,syntenic_utr_exon_added_cds_truncated_isoform_mrna_5x2_restructured,syntenic_isoform_mrna_5x3_restructured,syntenic_exon_boundary_refined_cds_truncated_utr_refined_isoform_mrna_3x2_restructured,syntenic_exon_gain_cds_truncated_utr_added_isoform_mrna_2x1_restructured,syntenic_exon_gain_cds_extended_utr_lost_isoform_mrna_3x1_restructured,syntenic_exon_boundary_refined_utr_refined_isoform_mrna_7x2_restructured,syntenic_utr_exon_added_cds_truncated_isoform_mrna_3x2_restructured,syntenic_utr_exon_added_cds_boundary_refined,syntenic_exon_boundary_refined_utr_refined_isoform_mrna_4x3_restructured,syntenic_isoform_mrna_7x5_restructured,syntenic_isoform_mrna_6x2_restructured,syntenic_exon_loss_cds_truncated_isoform_mrna_4x3_restructured,syntenic_exon_loss_cds_truncated_utr_refined_isoform_mrna_4x3_restructured,syntenic_exon_gain_cds_boundary_refined_utr_refined,syntenic_utr_exon_added_cds_extended,syntenic_exon_boundary_refined_cds_boundary_refined_utr_refined_isoform_mrna_4x2_restructured,syntenic_isoform_mrna_6x5_restructured,syntenic_exon_loss_utr_exon_added_cds_extended_isoform_mrna_2x1_restructured,syntenic_exon_loss_cds_truncated_utr_lost,before_in_splits,before_in_merges,before_in_complex,after_in_splits,after_in_merges,after_in_complex
mrna,hybrid,0.5,10,0.1,0.1,29665,31034,1333,30998,30181,31751,28732,3623,12.004241078824426,5193,16.35539038140531,563,7,28732,1916,6.668522901294724,1222,693,1448,158,774,32,6,510,510,792,89,26558,1463,1195,35,100,416,626,403,1045,351,1606,14,480,26558,315,150,766,49,29,76,21,5,39,138,18,1,37,56,8,7,11,9,61,4,10,14,47,10,18,5,1,3,14,20,1,11,5,4,3,18,4,12,1,2,2,3,3,2,2,2,3,3,2,7,6,2,2,10,3,5,1,13,2,3,1,1,1,1,2,1,2,4,2,4,3,7,4,1,1,1,1,2,1,2,2,1,4,2,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,774,64,12,1672,32,13
