gene_scope,overlap_mode,overlap_threshold,boundary_tolerance_bp,cds_change_threshold,utr_change_threshold,candidate_pairs,same_strand_overlaps,containment_pairs_filtered_by_reciprocal,containment_candidate_pairs,total_before_genes,total_after_genes,syntenic_total,changed_before_genes,changed_before_pct,changed_after_genes,changed_after_pct,no_overlap_after_loci,no_overlap_before_loci,rep_transcript_pairs,rep_structural_changed,rep_structural_changed_pct,rep_exon_count_changed,rep_exon_boundary_changed_same_count,rep_cds_count_changed,rep_cds_boundary_changed_same_count,split_events,merge_events,complex_events,unresolved_overlap_after_genes,unresolved_overlap_before_genes,novel_genes,deleted_genes,one_to_one_exact,one_to_one_gene_boundary_changed,one_to_one_utr_added,one_to_one_utr_lost,one_to_one_utr_exon_added,one_to_one_utr_exon_removed,one_to_one_utr_refined,one_to_one_coding_exon_gain,one_to_one_coding_exon_loss,one_to_one_exon_boundary_refined,one_to_one_cds_change,one_to_one_cds_boundary_refined,one_to_one_isoform_change,syntenic_exact,syntenic_exon_boundary_refined_utr_refined,syntenic_utr_exon_added,syntenic_exon_boundary_refined_utr_added,syntenic_exon_boundary_refined_utr_lost,syntenic_exon_loss_utr_exon_added_cds_truncated,syntenic_exon_gain_cds_extended_utr_refined,syntenic_exon_loss_cds_extended_utr_refined,syntenic_exon_loss_cds_truncated_utr_added,syntenic_exon_gain_utr_exon_added_cds_truncated,syntenic_exon_boundary_refined_cds_truncated_utr_refined,syntenic_boundary_refined,syntenic_exon_loss_cds_truncated_utr_refined,syntenic_exon_loss_cds_extended_utr_added,syntenic_utr_exon_added_cds_extended,syntenic_exon_loss_utr_exon_added_cds_extended,syntenic_exon_boundary_refined_cds_truncated_utr_added,syntenic_utr_exon_added_cds_truncated,syntenic_exon_gain_utr_exon_added_cds_extended,syntenic_exon_boundary_refined_cds_extended_utr_added,syntenic_exon_boundary_refined_cds_extended_utr_refined,syntenic_exon_loss_cds_truncated,syntenic_exon_gain_cds_truncated,syntenic_exon_gain_cds_extended,syntenic_exon_gain_cds_truncated_utr_refined,syntenic_exon_gain_cds_extended_utr_added,syntenic_exon_boundary_refined_cds_extended_utr_lost,syntenic_exon_boundary_refined_utr_added_utr_lost,syntenic_exon_boundary_refined_cds_truncated_utr_lost,syntenic_exon_loss_cds_extended_utr_lost,syntenic_exon_boundary_refined_cds_extended,syntenic_exon_gain_cds_boundary_refined_utr_refined,syntenic_exon_boundary_refined_cds_truncated,syntenic_exon_gain_cds_truncated_utr_added,syntenic_exon_boundary_refined,syntenic_exon_loss_cds_truncated_utr_lost,syntenic_cds_extended_utr_lost,syntenic_exon_boundary_refined_cds_boundary_refined_utr_refined,syntenic_exon_loss_cds_boundary_refined_utr_added,syntenic_utr_exon_added_cds_boundary_refined,syntenic_exon_loss_cds_boundary_refined_utr_refined,syntenic_cds_extended_utr_refined,syntenic_exon_gain_cds_truncated_utr_lost,syntenic_exon_gain_utr_exon_added,before_in_splits,before_in_merges,before_in_complex,after_in_splits,after_in_merges,after_in_complex
mrna,hybrid,0.5,10,0.1,0.1,24680,27074,1692,26372,26162,26657,23797,11384,43.513492852228424,11879,44.56240387140338,757,112,23797,8961,37.65600705971341,3893,5065,799,198,253,296,261,548,548,930,398,14778,6475,3363,349,3553,0,5455,145,655,4980,997,6,0,14778,2155,3111,2374,316,286,39,5,239,16,19,58,24,24,27,52,55,40,19,24,18,19,8,5,22,24,2,3,2,2,2,1,5,9,4,1,1,1,1,1,2,1,1,1,253,607,559,524,296,562
