species,state,section,metric,value
Fragaria_vesca,after,mrna,Longest cds (bp),16338.0
Fragaria_vesca,after,mrna,Longest exon (bp),7938.0
Fragaria_vesca,after,mrna,Longest five_prime_utr (bp),6968.0
Fragaria_vesca,after,mrna,Longest three_prime_utr (bp),11442.0
Fragaria_vesca,after,mrna,Longest cds piece (bp),7938.0
Fragaria_vesca,after,mrna,Longest five_prime_utr piece (bp),5661.0
Fragaria_vesca,after,mrna,Longest three_prime_utr piece (bp),6999.0
Fragaria_vesca,after,mrna,Longest intron into cds part (bp),31552.0
Fragaria_vesca,after,mrna,Longest intron into exon part (bp),31552.0
Fragaria_vesca,after,mrna,Longest intron into five_prime_utr part (bp),9345.0
Fragaria_vesca,after,mrna,Longest intron into three_prime_utr part (bp),12301.0
Fragaria_vesca,after,mrna,Shortest gene (bp),176.0
Fragaria_vesca,after,mrna,Shortest mrna (bp),176.0
Fragaria_vesca,after,mrna,Shortest cds piece (bp),1.0
Fragaria_vesca,after,mrna,Shortest five_prime_utr piece (bp),1.0
Fragaria_vesca,after,mrna,Shortest three_prime_utr piece (bp),1.0
Fragaria_vesca,after,mrna,Shortest intron into cds part (bp),14.0
Fragaria_vesca,after,mrna,Shortest intron into exon part (bp),14.0
Fragaria_vesca,after,mrna,Shortest intron into five_prime_utr part (bp),21.0
Fragaria_vesca,after,mrna,Shortest intron into three_prime_utr part (bp),20.0
Peach,before,mrna,Number of gene,30181.0
Peach,before,mrna,Number of mrna,30181.0
Peach,before,mrna,Number of mrnas with utr both sides,12299.0
Peach,before,mrna,Number of mrnas with at least one utr,15203.0
Peach,before,mrna,Number of cds,30181.0
Peach,before,mrna,Number of exon,152350.0
Peach,before,mrna,Number of five_prime_utr,13535.0
Peach,before,mrna,Number of three_prime_utr,13967.0
Peach,before,mrna,Number of exon in cds,143343.0
Peach,before,mrna,Number of exon in five_prime_utr,19157.0
Peach,before,mrna,Number of exon in three_prime_utr,17262.0
Peach,before,mrna,Number of intron in cds,113162.0
Peach,before,mrna,Number of intron in exon,122169.0
Peach,before,mrna,Number of intron in five_prime_utr,5622.0
Peach,before,mrna,Number of intron in three_prime_utr,3295.0
Peach,before,mrna,Number gene overlapping,55.0
Peach,before,mrna,Number of single exon gene,4212.0
Peach,before,mrna,Number of single exon mrna,4212.0
Peach,before,mrna,mean mrnas per gene,1.0
Peach,before,mrna,mean cdss per mrna,1.0
Peach,before,mrna,mean exons per mrna,5.0
Peach,before,mrna,mean five_prime_utrs per mrna,0.4
Peach,before,mrna,mean three_prime_utrs per mrna,0.5
Peach,before,mrna,mean exons per cds,4.7
Peach,before,mrna,mean exons per five_prime_utr,1.4
Peach,before,mrna,mean exons per three_prime_utr,1.2
Peach,before,mrna,mean introns in cdss per mrna,3.7
Peach,before,mrna,mean introns in exons per mrna,4.0
Peach,before,mrna,mean introns in five_prime_utrs per mrna,0.2
Peach,before,mrna,mean introns in three_prime_utrs per mrna,0.1
Peach,before,mrna,Total gene length (bp),88151424.0
Peach,before,mrna,Total mrna length (bp),88151424.0
Peach,before,mrna,Total cds length (bp),36543199.0
Peach,before,mrna,Total exon length (bp),45050514.0
Peach,before,mrna,Total five_prime_utr length (bp),3443252.0
Peach,before,mrna,Total three_prime_utr length (bp),5064063.0
Peach,before,mrna,Total intron length per cds (bp),38995366.0
Peach,before,mrna,Total intron length per exon (bp),43100910.0
Peach,before,mrna,Total intron length per five_prime_utr (bp),2700695.0
Peach,before,mrna,Total intron length per three_prime_utr (bp),1359643.0
Peach,before,mrna,mean gene length (bp),2921.0
Peach,before,mrna,mean mrna length (bp),2921.0
Peach,before,mrna,mean cds length (bp),1211.0
Peach,before,mrna,mean exon length (bp),296.0
Peach,before,mrna,mean five_prime_utr length (bp),254.0
Peach,before,mrna,mean three_prime_utr length (bp),363.0
Peach,before,mrna,mean cds piece length (bp),255.0
Peach,before,mrna,mean five_prime_utr piece length (bp),180.0
Peach,before,mrna,mean three_prime_utr piece length (bp),293.0
Peach,before,mrna,mean intron in cds length (bp),345.0
Peach,before,mrna,mean intron in exon length (bp),353.0
Peach,before,mrna,mean intron in five_prime_utr length (bp),480.0
Peach,before,mrna,mean intron in three_prime_utr length (bp),413.0
Peach,before,mrna,median gene length (bp),2178.0
Peach,before,mrna,median mrna length (bp),2178.0
Peach,before,mrna,median cds length (bp),143.0
Peach,before,mrna,median exon length (bp),163.0
Peach,before,mrna,median five_prime_utr length (bp),117.0
Peach,before,mrna,median three_prime_utr length (bp),245.0
Peach,before,mrna,median cds piece length (bp),143.0
Peach,before,mrna,median five_prime_utr piece length (bp),117.0
Peach,before,mrna,median three_prime_utr piece length (bp),245.0
Peach,before,mrna,median intron in cds length (bp),160.0
Peach,before,mrna,median intron in exon length (bp),164.0
Peach,before,mrna,median intron in five_prime_utr length (bp),281.0
Peach,before,mrna,median intron in three_prime_utr length (bp),182.0
Peach,before,mrna,90 percentile gene length (bp),6106.0
Peach,before,mrna,90 percentile mrna length (bp),6106.0
Peach,before,mrna,90 percentile cds length (bp),543.0
Peach,before,mrna,90 percentile exon length (bp),641.0
Peach,before,mrna,90 percentile five_prime_utr length (bp),393.0
Peach,before,mrna,90 percentile three_prime_utr length (bp),522.0
Peach,before,mrna,90 percentile cds piece length (bp),543.0
Peach,before,mrna,90 percentile five_prime_utr piece length (bp),393.0
Peach,before,mrna,90 percentile three_prime_utr piece length (bp),522.0
Peach,before,mrna,90 percentile intron in cds length (bp),744.0
Peach,before,mrna,90 percentile intron in exon length (bp),766.0
Peach,before,mrna,90 percentile intron in five_prime_utr length (bp),1020.0
Peach,before,mrna,90 percentile intron in three_prime_utr length (bp),945.0
Peach,before,mrna,Longest gene (bp),36979.0
Peach,before,mrna,Longest mrna (bp),36979.0
Peach,before,mrna,Longest cds (bp),15309.0
Peach,before,mrna,Longest exon (bp),8840.0
Peach,before,mrna,Longest five_prime_utr (bp),4818.0
Peach,before,mrna,Longest three_prime_utr (bp),7213.0
Peach,before,mrna,Longest cds piece (bp),7929.0
Peach,before,mrna,Longest five_prime_utr piece (bp),3797.0
Peach,before,mrna,Longest three_prime_utr piece (bp),6632.0
Peach,before,mrna,Longest intron into cds part (bp),9997.0
Peach,before,mrna,Longest intron into exon part (bp),9997.0
Peach,before,mrna,Longest intron into five_prime_utr part (bp),9879.0
Peach,before,mrna,Longest intron into three_prime_utr part (bp),8816.0
Peach,before,mrna,Shortest gene (bp),54.0
Peach,before,mrna,Shortest mrna (bp),54.0
Peach,before,mrna,Shortest cds piece (bp),1.0
Peach,before,mrna,Shortest five_prime_utr piece (bp),1.0
Peach,before,mrna,Shortest three_prime_utr piece (bp),1.0
Peach,before,mrna,Shortest intron into cds part (bp),20.0
Peach,before,mrna,Shortest intron into exon part (bp),20.0
Peach,before,mrna,Shortest intron into five_prime_utr part (bp),20.0
Peach,before,mrna,Shortest intron into three_prime_utr part (bp),20.0
Peach,after,mrna,Number of gene,31751.0
Peach,after,mrna,Number of mrna,31751.0
Peach,after,mrna,Number of mrnas with utr both sides,15105.0
Peach,after,mrna,Number of mrnas with at least one utr,18030.0
Peach,after,mrna,Number of cds,31749.0
Peach,after,mrna,Number of exon,156559.0
Peach,after,mrna,Number of five_prime_utr,16309.0
Peach,after,mrna,Number of three_prime_utr,16826.0
Peach,after,mrna,Number of exon in cds,148768.0
Peach,after,mrna,Number of exon in five_prime_utr,21435.0
Peach,after,mrna,Number of exon in three_prime_utr,19382.0
Peach,after,mrna,Number of intron in cds,117019.0
Peach,after,mrna,Number of intron in exon,124809.0
Peach,after,mrna,Number of intron in five_prime_utr,5126.0
Peach,after,mrna,Number of intron in three_prime_utr,2556.0
Peach,after,mrna,Number gene overlapping,601.0
Peach,after,mrna,Number of single exon gene,5702.0
Peach,after,mrna,Number of single exon mrna,5701.0
Peach,after,mrna,mean mrnas per gene,1.0
Peach,after,mrna,mean cdss per mrna,1.0
Peach,after,mrna,mean exons per mrna,4.9
Peach,after,mrna,mean five_prime_utrs per mrna,0.5
Peach,after,mrna,mean three_prime_utrs per mrna,0.5
Peach,after,mrna,mean exons per cds,4.7
Peach,after,mrna,mean exons per five_prime_utr,1.3
Peach,after,mrna,mean exons per three_prime_utr,1.2
Peach,after,mrna,mean introns in cdss per mrna,3.7
Peach,after,mrna,mean introns in exons per mrna,3.9
Peach,after,mrna,mean introns in five_prime_utrs per mrna,0.2
Peach,after,mrna,mean introns in three_prime_utrs per mrna,0.1
Peach,after,mrna,Total gene length (bp),91505171.0
Peach,after,mrna,Total mrna length (bp),91505171.0
Peach,after,mrna,Total cds length (bp),38743958.0
Peach,after,mrna,Total exon length (bp),48203425.0
Peach,after,mrna,Total five_prime_utr length (bp),3895130.0
Peach,after,mrna,Total three_prime_utr length (bp),5562544.0
Peach,after,mrna,Total intron length per cds (bp),39535371.0
Peach,after,mrna,Total intron length per exon (bp),43301725.0
Peach,after,mrna,Total intron length per five_prime_utr (bp),2592313.0
Peach,after,mrna,Total intron length per three_prime_utr (bp),1108204.0
Peach,after,mrna,mean gene length (bp),2882.0
Peach,after,mrna,mean mrna length (bp),2882.0
Peach,after,mrna,mean cds length (bp),1220.0
Peach,after,mrna,mean exon length (bp),308.0
Peach,after,mrna,mean five_prime_utr length (bp),239.0
Peach,after,mrna,mean three_prime_utr length (bp),331.0
Peach,after,mrna,mean cds piece length (bp),260.0
Peach,after,mrna,mean five_prime_utr piece length (bp),182.0
Peach,after,mrna,mean three_prime_utr piece length (bp),287.0
Peach,after,mrna,mean intron in cds length (bp),338.0
Peach,after,mrna,mean intron in exon length (bp),347.0
Peach,after,mrna,mean intron in five_prime_utr length (bp),506.0
Peach,after,mrna,mean intron in three_prime_utr length (bp),434.0
Peach,after,mrna,median gene length (bp),2224.0
Peach,after,mrna,median mrna length (bp),2224.0
Peach,after,mrna,median cds length (bp),141.0
Peach,after,mrna,median exon length (bp),164.0
Peach,after,mrna,median five_prime_utr length (bp),122.0
Peach,after,mrna,median three_prime_utr length (bp),250.0
Peach,after,mrna,median cds piece length (bp),141.0
Peach,after,mrna,median five_prime_utr piece length (bp),122.0
Peach,after,mrna,median three_prime_utr piece length (bp),250.0
Peach,after,mrna,median intron in cds length (bp),162.0
Peach,after,mrna,median intron in exon length (bp),167.0
Peach,after,mrna,median intron in five_prime_utr length (bp),325.0
Peach,after,mrna,median intron in three_prime_utr length (bp),208.0
Peach,after,mrna,90 percentile gene length (bp),5865.0
Peach,after,mrna,90 percentile mrna length (bp),5865.0
Peach,after,mrna,90 percentile cds length (bp),553.0
Peach,after,mrna,90 percentile exon length (bp),672.0
Peach,after,mrna,90 percentile five_prime_utr length (bp),404.0
Peach,after,mrna,90 percentile three_prime_utr length (bp),518.0
Peach,after,mrna,90 percentile cds piece length (bp),553.0
Peach,after,mrna,90 percentile five_prime_utr piece length (bp),404.0
Peach,after,mrna,90 percentile three_prime_utr piece length (bp),518.0
Peach,after,mrna,90 percentile intron in cds length (bp),744.0
Peach,after,mrna,90 percentile intron in exon length (bp),770.0
Peach,after,mrna,90 percentile intron in five_prime_utr length (bp),1100.0
Peach,after,mrna,90 percentile intron in three_prime_utr length (bp),1005.0
Peach,after,mrna,Longest gene (bp),36289.0
Peach,after,mrna,Longest mrna (bp),36289.0
Peach,after,mrna,Longest cds (bp),15309.0
Peach,after,mrna,Longest exon (bp),8840.0
Peach,after,mrna,Longest five_prime_utr (bp),4637.0
Peach,after,mrna,Longest three_prime_utr (bp),4221.0
Peach,after,mrna,Longest cds piece (bp),7929.0
Peach,after,mrna,Longest five_prime_utr piece (bp),4637.0
Peach,after,mrna,Longest three_prime_utr piece (bp),3411.0
Peach,after,mrna,Longest intron into cds part (bp),9997.0
Peach,after,mrna,Longest intron into exon part (bp),9997.0
Peach,after,mrna,Longest intron into five_prime_utr part (bp),8347.0
Peach,after,mrna,Longest intron into three_prime_utr part (bp),8250.0
Peach,after,mrna,Shortest gene (bp),21.0
Peach,after,mrna,Shortest mrna (bp),21.0
Peach,after,mrna,Shortest cds piece (bp),1.0
Peach,after,mrna,Shortest five_prime_utr piece (bp),1.0
Peach,after,mrna,Shortest three_prime_utr piece (bp),1.0
Peach,after,mrna,Shortest intron into cds part (bp),1.0
Peach,after,mrna,Shortest intron into exon part (bp),1.0
Peach,after,mrna,Shortest intron into five_prime_utr part (bp),1.0
Peach,after,mrna,Shortest intron into three_prime_utr part (bp),5.0
Pineapple,before,mrna,Number of gene,26162.0
Pineapple,before,mrna,Number of mrna,26162.0
Pineapple,before,mrna,Number of mrnas with utr both sides,11497.0
Pineapple,before,mrna,Number of mrnas with at least one utr,12719.0
Pineapple,before,mrna,Number of cds,26162.0
Pineapple,before,mrna,Number of exon,131045.0
Pineapple,before,mrna,Number of five_prime_utr,11845.0
Pineapple,before,mrna,Number of three_prime_utr,12371.0
Pineapple,before,mrna,Number of exon in cds,131045.0
Pineapple,before,mrna,Number of exon in five_prime_utr,11845.0
Pineapple,before,mrna,Number of exon in three_prime_utr,12371.0
Pineapple,before,mrna,Number of intron in cds,104883.0
Pineapple,before,mrna,Number of intron in exon,104883.0
Pineapple,before,mrna,Number gene overlapping,1107.0
Pineapple,before,mrna,Number of single exon gene,5603.0
Pineapple,before,mrna,Number of single exon mrna,5603.0
Pineapple,before,mrna,mean mrnas per gene,1.0
Pineapple,before,mrna,mean cdss per mrna,1.0
Pineapple,before,mrna,mean exons per mrna,5.0
Pineapple,before,mrna,mean five_prime_utrs per mrna,0.5
Pineapple,before,mrna,mean three_prime_utrs per mrna,0.5
Pineapple,before,mrna,mean exons per cds,5.0
Pineapple,before,mrna,mean exons per five_prime_utr,1.0
Pineapple,before,mrna,mean exons per three_prime_utr,1.0
Pineapple,before,mrna,mean introns in cdss per mrna,4.0
Pineapple,before,mrna,mean introns in exons per mrna,4.0
Pineapple,before,mrna,Total gene length (bp),111025987.0
Pineapple,before,mrna,Total mrna length (bp),111025987.0
Pineapple,before,mrna,Total cds length (bp),30163255.0
Pineapple,before,mrna,Total exon length (bp),43133755.0
Pineapple,before,mrna,Total five_prime_utr length (bp),5384608.0
Pineapple,before,mrna,Total three_prime_utr length (bp),7585892.0
Pineapple,before,mrna,Total intron length per cds (bp),67892232.0
Pineapple,before,mrna,Total intron length per exon (bp),67892232.0
Pineapple,before,mrna,mean gene length (bp),4244.0
Pineapple,before,mrna,mean mrna length (bp),4244.0
Pineapple,before,mrna,mean cds length (bp),1153.0
Pineapple,before,mrna,mean exon length (bp),329.0
Pineapple,before,mrna,mean five_prime_utr length (bp),455.0
Pineapple,before,mrna,mean three_prime_utr length (bp),613.0
Pineapple,before,mrna,mean cds piece length (bp),230.0
Pineapple,before,mrna,mean five_prime_utr piece length (bp),455.0
Pineapple,before,mrna,mean three_prime_utr piece length (bp),613.0
Pineapple,before,mrna,mean intron in cds length (bp),647.0
Pineapple,before,mrna,mean intron in exon length (bp),647.0
Pineapple,before,mrna,median gene length (bp),2894.0
Pineapple,before,mrna,median mrna length (bp),2894.0
Pineapple,before,mrna,median cds length (bp),129.0
Pineapple,before,mrna,median exon length (bp),145.0
Pineapple,before,mrna,median five_prime_utr length (bp),170.0
Pineapple,before,mrna,median three_prime_utr length (bp),351.0
Pineapple,before,mrna,median cds piece length (bp),129.0
Pineapple,before,mrna,median five_prime_utr piece length (bp),170.0
Pineapple,before,mrna,median three_prime_utr piece length (bp),351.0
Pineapple,before,mrna,median intron in cds length (bp),256.0
Pineapple,before,mrna,median intron in exon length (bp),256.0
Pineapple,before,mrna,90 percentile gene length (bp),8985.0
Pineapple,before,mrna,90 percentile mrna length (bp),8985.0
Pineapple,before,mrna,90 percentile cds length (bp),471.0
Pineapple,before,mrna,90 percentile exon length (bp),704.0
Pineapple,before,mrna,90 percentile five_prime_utr length (bp),1051.0
Pineapple,before,mrna,90 percentile three_prime_utr length (bp),1150.0
Pineapple,before,mrna,90 percentile cds piece length (bp),471.0
Pineapple,before,mrna,90 percentile five_prime_utr piece length (bp),1051.0
Pineapple,before,mrna,90 percentile three_prime_utr piece length (bp),1150.0
Pineapple,before,mrna,90 percentile intron in cds length (bp),1301.0
Pineapple,before,mrna,90 percentile intron in exon length (bp),1301.0
Pineapple,before,mrna,Longest gene (bp),117847.0
Pineapple,before,mrna,Longest mrna (bp),117847.0
Pineapple,before,mrna,Longest cds (bp),16035.0
Pineapple,before,mrna,Longest exon (bp),26779.0
Pineapple,before,mrna,Longest five_prime_utr (bp),20628.0
Pineapple,before,mrna,Longest three_prime_utr (bp),20034.0
Pineapple,before,mrna,Longest cds piece (bp),7746.0
Pineapple,before,mrna,Longest five_prime_utr piece (bp),20628.0
Pineapple,before,mrna,Longest three_prime_utr piece (bp),20034.0
Pineapple,before,mrna,Longest intron into cds part (bp),108477.0
Pineapple,before,mrna,Longest intron into exon part (bp),108477.0
Pineapple,before,mrna,Shortest gene (bp),150.0
Pineapple,before,mrna,Shortest mrna (bp),150.0
Pineapple,before,mrna,Shortest cds piece (bp),1.0
Pineapple,before,mrna,Shortest five_prime_utr piece (bp),1.0
Pineapple,before,mrna,Shortest three_prime_utr piece (bp),1.0
Pineapple,before,mrna,Shortest intron into cds part (bp),21.0
Pineapple,before,mrna,Shortest intron into exon part (bp),21.0
Pineapple,after,mrna,Number of gene,26657.0
Pineapple,after,mrna,Number of mrna,26657.0
Pineapple,after,mrna,Number of mrnas with utr both sides,16027.0
Pineapple,after,mrna,Number of mrnas with at least one utr,17823.0
Pineapple,after,mrna,Number of cds,26582.0
Pineapple,after,mrna,Number of exon,137990.0
Pineapple,after,mrna,Number of five_prime_utr,16668.0
Pineapple,after,mrna,Number of three_prime_utr,17182.0
Pineapple,after,mrna,Number of exon in cds,131645.0
Pineapple,after,mrna,Number of exon in five_prime_utr,20384.0
Pineapple,after,mrna,Number of exon in three_prime_utr,19558.0
Pineapple,after,mrna,Number of intron in cds,105063.0
Pineapple,after,mrna,Number of intron in exon,111365.0
Pineapple,after,mrna,Number of intron in five_prime_utr,3716.0
Pineapple,after,mrna,Number of intron in three_prime_utr,2376.0
Pineapple,after,mrna,Number gene overlapping,975.0
Pineapple,after,mrna,Number of single exon gene,5183.0
Pineapple,after,mrna,Number of single exon mrna,5151.0
Pineapple,after,mrna,mean mrnas per gene,1.0
Pineapple,after,mrna,mean cdss per mrna,1.0
Pineapple,after,mrna,mean exons per mrna,5.2
Pineapple,after,mrna,mean five_prime_utrs per mrna,0.6
Pineapple,after,mrna,mean three_prime_utrs per mrna,0.6
Pineapple,after,mrna,mean exons per cds,5.0
Pineapple,after,mrna,mean exons per five_prime_utr,1.2
Pineapple,after,mrna,mean exons per three_prime_utr,1.1
Pineapple,after,mrna,mean introns in cdss per mrna,3.9
Pineapple,after,mrna,mean introns in exons per mrna,4.2
Pineapple,after,mrna,mean introns in five_prime_utrs per mrna,0.1
Pineapple,after,mrna,mean introns in three_prime_utrs per mrna,0.1
Pineapple,after,mrna,Total gene length (bp),117077824.0
Pineapple,after,mrna,Total mrna length (bp),117077824.0
Pineapple,after,mrna,Total cds length (bp),30473404.0
Pineapple,after,mrna,Total exon length (bp),40031753.0
Pineapple,after,mrna,Total five_prime_utr length (bp),3510035.0
Pineapple,after,mrna,Total three_prime_utr length (bp),6000349.0
Pineapple,after,mrna,Total intron length per cds (bp),69107974.0
Pineapple,after,mrna,Total intron length per exon (bp),75304701.0
Pineapple,after,mrna,Total intron length per five_prime_utr (bp),3867171.0
Pineapple,after,mrna,Total intron length per three_prime_utr (bp),2087357.0
Pineapple,after,mrna,mean gene length (bp),4392.0
Pineapple,after,mrna,mean mrna length (bp),4392.0
Pineapple,after,mrna,mean cds length (bp),1146.0
Pineapple,after,mrna,mean exon length (bp),290.0
Pineapple,after,mrna,mean five_prime_utr length (bp),211.0
Pineapple,after,mrna,mean three_prime_utr length (bp),349.0
Pineapple,after,mrna,mean cds piece length (bp),231.0
Pineapple,after,mrna,mean five_prime_utr piece length (bp),172.0
Pineapple,after,mrna,mean three_prime_utr piece length (bp),307.0
Pineapple,after,mrna,mean intron in cds length (bp),658.0
Pineapple,after,mrna,mean intron in exon length (bp),676.0
Pineapple,after,mrna,mean intron in five_prime_utr length (bp),1041.0
Pineapple,after,mrna,mean intron in three_prime_utr length (bp),879.0
Pineapple,after,mrna,median gene length (bp),2986.0
Pineapple,after,mrna,median mrna length (bp),2986.0
Pineapple,after,mrna,median cds length (bp),129.0
Pineapple,after,mrna,median exon length (bp),152.0
Pineapple,after,mrna,median five_prime_utr length (bp),118.0
Pineapple,after,mrna,median three_prime_utr length (bp),266.0
Pineapple,after,mrna,median cds piece length (bp),129.0
Pineapple,after,mrna,median five_prime_utr piece length (bp),118.0
Pineapple,after,mrna,median three_prime_utr piece length (bp),266.0
Pineapple,after,mrna,median intron in cds length (bp),258.0
Pineapple,after,mrna,median intron in exon length (bp),267.0
Pineapple,after,mrna,median intron in five_prime_utr length (bp),551.0
Pineapple,after,mrna,median intron in three_prime_utr length (bp),348.0
Pineapple,after,mrna,90 percentile gene length (bp),8735.0
Pineapple,after,mrna,90 percentile mrna length (bp),8735.0
Pineapple,after,mrna,90 percentile cds length (bp),474.0
Pineapple,after,mrna,90 percentile exon length (bp),638.0
Pineapple,after,mrna,90 percentile five_prime_utr length (bp),347.0
Pineapple,after,mrna,90 percentile three_prime_utr length (bp),550.0
Pineapple,after,mrna,90 percentile cds piece length (bp),474.0
Pineapple,after,mrna,90 percentile five_prime_utr piece length (bp),347.0
Pineapple,after,mrna,90 percentile three_prime_utr piece length (bp),550.0
Pineapple,after,mrna,90 percentile intron in cds length (bp),1287.0
Pineapple,after,mrna,90 percentile intron in exon length (bp),1336.0
Pineapple,after,mrna,90 percentile intron in five_prime_utr length (bp),2094.0
Pineapple,after,mrna,90 percentile intron in three_prime_utr length (bp),2000.0
Pineapple,after,mrna,Longest gene (bp),1615059.0
Pineapple,after,mrna,Longest mrna (bp),1615059.0
Pineapple,after,mrna,Longest cds (bp),16035.0
Pineapple,after,mrna,Longest exon (bp),23097.0
Pineapple,after,mrna,Longest five_prime_utr (bp),18850.0
Pineapple,after,mrna,Longest three_prime_utr (bp),17803.0
Pineapple,after,mrna,Longest cds piece (bp),7746.0
Pineapple,after,mrna,Longest five_prime_utr piece (bp),18850.0
Pineapple,after,mrna,Longest three_prime_utr piece (bp),17803.0
Pineapple,after,mrna,Longest intron into cds part (bp),108477.0
Pineapple,after,mrna,Longest intron into exon part (bp),108477.0
Pineapple,after,mrna,Longest intron into five_prime_utr part (bp),36173.0
Pineapple,after,mrna,Longest intron into three_prime_utr part (bp),39501.0
Pineapple,after,mrna,Shortest gene (bp),89.0
Pineapple,after,mrna,Shortest mrna (bp),89.0
Pineapple,after,mrna,Shortest cds piece (bp),1.0
Pineapple,after,mrna,Shortest five_prime_utr piece (bp),1.0
Pineapple,after,mrna,Shortest three_prime_utr piece (bp),1.0
Pineapple,after,mrna,Shortest intron into cds part (bp),20.0
Pineapple,after,mrna,Shortest intron into exon part (bp),1.0
Pineapple,after,mrna,Shortest intron into five_prime_utr part (bp),1.0
Pineapple,after,mrna,Shortest intron into three_prime_utr part (bp),1.0
Rice,before,mrna,Number of gene,39406.0
Rice,before,mrna,Number of mrna,39406.0
Rice,before,mrna,Number of mrnas with utr both sides,14149.0
Rice,before,mrna,Number of mrnas with at least one utr,20242.0
Rice,before,mrna,Number of cds,39406.0
Rice,before,mrna,Number of exon,180582.0
Rice,before,mrna,Number of five_prime_utr,16156.0
Rice,before,mrna,Number of three_prime_utr,18235.0
Rice,before,mrna,Number of exon in cds,172892.0
Rice,before,mrna,Number of exon in five_prime_utr,19598.0
Rice,before,mrna,Number of exon in three_prime_utr,22377.0
Rice,before,mrna,Number of intron in cds,133486.0
Rice,before,mrna,Number of intron in exon,141176.0
Rice,before,mrna,Number of intron in five_prime_utr,3442.0
Rice,before,mrna,Number of intron in three_prime_utr,4142.0
Rice,before,mrna,Number gene overlapping,2375.0
Rice,before,mrna,Number of single exon gene,8888.0
Rice,before,mrna,Number of single exon mrna,8888.0
Rice,before,mrna,mean mrnas per gene,1.0
Rice,before,mrna,mean cdss per mrna,1.0
Rice,before,mrna,mean exons per mrna,4.6
Rice,before,mrna,mean five_prime_utrs per mrna,0.4
Rice,before,mrna,mean three_prime_utrs per mrna,0.5
Rice,before,mrna,mean exons per cds,4.4
Rice,before,mrna,mean exons per five_prime_utr,1.2
Rice,before,mrna,mean exons per three_prime_utr,1.2
Rice,before,mrna,mean introns in cdss per mrna,3.4
Rice,before,mrna,mean introns in exons per mrna,3.6
Rice,before,mrna,mean introns in five_prime_utrs per mrna,0.1
Rice,before,mrna,mean introns in three_prime_utrs per mrna,0.1
Rice,before,mrna,Total gene length (bp),123416177.0
Rice,before,mrna,Total mrna length (bp),123416177.0
Rice,before,mrna,Total cds length (bp),43051055.0
Rice,before,mrna,Total exon length (bp),57368210.0
Rice,before,mrna,Total five_prime_utr length (bp),4442021.0
Rice,before,mrna,Total three_prime_utr length (bp),9875134.0
Rice,before,mrna,Total intron length per cds (bp),61992128.0
Rice,before,mrna,Total intron length per exon (bp),66047967.0
Rice,before,mrna,Total intron length per five_prime_utr (bp),1941875.0
Rice,before,mrna,Total intron length per three_prime_utr (bp),2036140.0
Rice,before,mrna,mean gene length (bp),3132.0
Rice,before,mrna,mean mrna length (bp),3132.0
Rice,before,mrna,mean cds length (bp),1093.0
Rice,before,mrna,mean exon length (bp),318.0
Rice,before,mrna,mean five_prime_utr length (bp),275.0
Rice,before,mrna,mean three_prime_utr length (bp),542.0
Rice,before,mrna,mean cds piece length (bp),249.0
Rice,before,mrna,mean five_prime_utr piece length (bp),227.0
Rice,before,mrna,mean three_prime_utr piece length (bp),441.0
Rice,before,mrna,mean intron in cds length (bp),464.0
Rice,before,mrna,mean intron in exon length (bp),468.0
Rice,before,mrna,mean intron in five_prime_utr length (bp),564.0
Rice,before,mrna,mean intron in three_prime_utr length (bp),492.0
Rice,before,mrna,median gene length (bp),2046.0
Rice,before,mrna,median mrna length (bp),2046.0
Rice,before,mrna,median cds length (bp),140.0
Rice,before,mrna,median exon length (bp),160.0
Rice,before,mrna,median five_prime_utr length (bp),159.0
Rice,before,mrna,median three_prime_utr length (bp),365.0
Rice,before,mrna,median cds piece length (bp),140.0
Rice,before,mrna,median five_prime_utr piece length (bp),159.0
Rice,before,mrna,median three_prime_utr piece length (bp),365.0
Rice,before,mrna,median intron in cds length (bp),169.0
Rice,before,mrna,median intron in exon length (bp),170.0
Rice,before,mrna,median intron in five_prime_utr length (bp),248.0
Rice,before,mrna,median intron in three_prime_utr length (bp),164.0
Rice,before,mrna,90 percentile gene length (bp),6934.0
Rice,before,mrna,90 percentile mrna length (bp),6934.0
Rice,before,mrna,90 percentile cds length (bp),540.0
Rice,before,mrna,90 percentile exon length (bp),746.0
Rice,before,mrna,90 percentile five_prime_utr length (bp),443.0
Rice,before,mrna,90 percentile three_prime_utr length (bp),795.0
Rice,before,mrna,90 percentile cds piece length (bp),540.0
Rice,before,mrna,90 percentile five_prime_utr piece length (bp),443.0
Rice,before,mrna,90 percentile three_prime_utr piece length (bp),795.0
Rice,before,mrna,90 percentile intron in cds length (bp),1079.0
Rice,before,mrna,90 percentile intron in exon length (bp),1090.0
Rice,before,mrna,90 percentile intron in five_prime_utr length (bp),1297.0
Rice,before,mrna,90 percentile intron in three_prime_utr length (bp),1211.0
Rice,before,mrna,Longest gene (bp),49685.0
Rice,before,mrna,Longest mrna (bp),49685.0
Rice,before,mrna,Longest cds (bp),16311.0
Rice,before,mrna,Longest exon (bp),15363.0
Rice,before,mrna,Longest five_prime_utr (bp),11511.0
Rice,before,mrna,Longest three_prime_utr (bp),7424.0
Rice,before,mrna,Longest cds piece (bp),15363.0
Rice,before,mrna,Longest five_prime_utr piece (bp),4762.0
