species,state,section,metric,value
Cucumber,after,mrna,90 percentile exon length (bp),827.0
Cucumber,after,mrna,90 percentile five_prime_utr length (bp),547.0
Cucumber,after,mrna,90 percentile three_prime_utr length (bp),796.0
Cucumber,after,mrna,90 percentile cds piece length (bp),485.0
Cucumber,after,mrna,90 percentile five_prime_utr piece length (bp),547.0
Cucumber,after,mrna,90 percentile three_prime_utr piece length (bp),796.0
Cucumber,after,mrna,90 percentile intron in cds length (bp),1074.0
Cucumber,after,mrna,90 percentile intron in exon length (bp),1117.0
Cucumber,after,mrna,90 percentile intron in five_prime_utr length (bp),1501.0
Cucumber,after,mrna,90 percentile intron in three_prime_utr length (bp),1504.0
Cucumber,after,mrna,Longest gene (bp),192270.0
Cucumber,after,mrna,Longest mrna (bp),192270.0
Cucumber,after,mrna,Longest cds (bp),16284.0
Cucumber,after,mrna,Longest exon (bp),12493.0
Cucumber,after,mrna,Longest five_prime_utr (bp),11800.0
Cucumber,after,mrna,Longest three_prime_utr (bp),12453.0
Cucumber,after,mrna,Longest cds piece (bp),8010.0
Cucumber,after,mrna,Longest five_prime_utr piece (bp),10591.0
Cucumber,after,mrna,Longest three_prime_utr piece (bp),12453.0
Cucumber,after,mrna,Longest intron into cds part (bp),192000.0
Cucumber,after,mrna,Longest intron into exon part (bp),192000.0
Cucumber,after,mrna,Longest intron into five_prime_utr part (bp),41615.0
Cucumber,after,mrna,Longest intron into three_prime_utr part (bp),56180.0
Cucumber,after,mrna,Shortest gene (bp),83.0
Cucumber,after,mrna,Shortest mrna (bp),83.0
Cucumber,after,mrna,Shortest cds piece (bp),1.0
Cucumber,after,mrna,Shortest five_prime_utr piece (bp),1.0
Cucumber,after,mrna,Shortest three_prime_utr piece (bp),1.0
Cucumber,after,mrna,Shortest intron into cds part (bp),2.0
Cucumber,after,mrna,Shortest intron into exon part (bp),1.0
Cucumber,after,mrna,Shortest intron into five_prime_utr part (bp),1.0
Cucumber,after,mrna,Shortest intron into three_prime_utr part (bp),1.0
Fragaria_ananassa,before,mrna,Number of gene,108087.0
Fragaria_ananassa,before,mrna,Number of mrna,108087.0
Fragaria_ananassa,before,mrna,Number of mrnas with utr both sides,42076.0
Fragaria_ananassa,before,mrna,Number of mrnas with at least one utr,56753.0
Fragaria_ananassa,before,mrna,Number of cds,108087.0
Fragaria_ananassa,before,mrna,Number of exon,582088.0
Fragaria_ananassa,before,mrna,Number of five_prime_utr,47356.0
Fragaria_ananassa,before,mrna,Number of three_prime_utr,51473.0
Fragaria_ananassa,before,mrna,Number of exon in cds,541311.0
Fragaria_ananassa,before,mrna,Number of exon in five_prime_utr,68945.0
Fragaria_ananassa,before,mrna,Number of exon in three_prime_utr,70206.0
Fragaria_ananassa,before,mrna,Number of intron in cds,433224.0
Fragaria_ananassa,before,mrna,Number of intron in exon,474001.0
Fragaria_ananassa,before,mrna,Number of intron in five_prime_utr,21589.0
Fragaria_ananassa,before,mrna,Number of intron in three_prime_utr,18733.0
Fragaria_ananassa,before,mrna,Number gene overlapping,9485.0
Fragaria_ananassa,before,mrna,Number of single exon gene,17715.0
Fragaria_ananassa,before,mrna,Number of single exon mrna,17715.0
Fragaria_ananassa,before,mrna,mean mrnas per gene,1.0
Fragaria_ananassa,before,mrna,mean cdss per mrna,1.0
Fragaria_ananassa,before,mrna,mean exons per mrna,5.4
Fragaria_ananassa,before,mrna,mean five_prime_utrs per mrna,0.4
Fragaria_ananassa,before,mrna,mean three_prime_utrs per mrna,0.5
Fragaria_ananassa,before,mrna,mean exons per cds,5.0
Fragaria_ananassa,before,mrna,mean exons per five_prime_utr,1.5
Fragaria_ananassa,before,mrna,mean exons per three_prime_utr,1.4
Fragaria_ananassa,before,mrna,mean introns in cdss per mrna,4.0
Fragaria_ananassa,before,mrna,mean introns in exons per mrna,4.4
Fragaria_ananassa,before,mrna,mean introns in five_prime_utrs per mrna,0.2
Fragaria_ananassa,before,mrna,mean introns in three_prime_utrs per mrna,0.2
Fragaria_ananassa,before,mrna,Total gene length (bp),341356694.0
Fragaria_ananassa,before,mrna,Total mrna length (bp),341356694.0
Fragaria_ananassa,before,mrna,Total cds length (bp),123648726.0
Fragaria_ananassa,before,mrna,Total exon length (bp),169319342.0
Fragaria_ananassa,before,mrna,Total five_prime_utr length (bp),15373020.0
Fragaria_ananassa,before,mrna,Total three_prime_utr length (bp),30297596.0
Fragaria_ananassa,before,mrna,Total intron length per cds (bp),155806271.0
Fragaria_ananassa,before,mrna,Total intron length per exon (bp),172037352.0
Fragaria_ananassa,before,mrna,Total intron length per five_prime_utr (bp),8763394.0
Fragaria_ananassa,before,mrna,Total intron length per three_prime_utr (bp),7147071.0
Fragaria_ananassa,before,mrna,mean gene length (bp),3158.0
Fragaria_ananassa,before,mrna,mean mrna length (bp),3158.0
Fragaria_ananassa,before,mrna,mean cds length (bp),1144.0
Fragaria_ananassa,before,mrna,mean exon length (bp),291.0
Fragaria_ananassa,before,mrna,mean five_prime_utr length (bp),325.0
Fragaria_ananassa,before,mrna,mean three_prime_utr length (bp),589.0
Fragaria_ananassa,before,mrna,mean cds piece length (bp),228.0
Fragaria_ananassa,before,mrna,mean five_prime_utr piece length (bp),223.0
Fragaria_ananassa,before,mrna,mean three_prime_utr piece length (bp),432.0
Fragaria_ananassa,before,mrna,mean intron in cds length (bp),360.0
Fragaria_ananassa,before,mrna,mean intron in exon length (bp),363.0
Fragaria_ananassa,before,mrna,mean intron in five_prime_utr length (bp),406.0
Fragaria_ananassa,before,mrna,mean intron in three_prime_utr length (bp),382.0
Fragaria_ananassa,before,mrna,median gene length (bp),2275.0
Fragaria_ananassa,before,mrna,median mrna length (bp),2275.0
Fragaria_ananassa,before,mrna,median cds length (bp),132.0
Fragaria_ananassa,before,mrna,median exon length (bp),152.0
Fragaria_ananassa,before,mrna,median five_prime_utr length (bp),146.0
Fragaria_ananassa,before,mrna,median three_prime_utr length (bp),310.0
Fragaria_ananassa,before,mrna,median cds piece length (bp),132.0
Fragaria_ananassa,before,mrna,median five_prime_utr piece length (bp),146.0
Fragaria_ananassa,before,mrna,median three_prime_utr piece length (bp),310.0
Fragaria_ananassa,before,mrna,median intron in cds length (bp),146.0
Fragaria_ananassa,before,mrna,median intron in exon length (bp),149.0
Fragaria_ananassa,before,mrna,median intron in five_prime_utr length (bp),196.0
Fragaria_ananassa,before,mrna,median intron in three_prime_utr length (bp),160.0
Fragaria_ananassa,before,mrna,90 percentile gene length (bp),6865.0
Fragaria_ananassa,before,mrna,90 percentile mrna length (bp),6865.0
Fragaria_ananassa,before,mrna,90 percentile cds length (bp),483.0
Fragaria_ananassa,before,mrna,90 percentile exon length (bp),670.0
Fragaria_ananassa,before,mrna,90 percentile five_prime_utr length (bp),454.0
Fragaria_ananassa,before,mrna,90 percentile three_prime_utr length (bp),877.0
Fragaria_ananassa,before,mrna,90 percentile cds piece length (bp),483.0
Fragaria_ananassa,before,mrna,90 percentile five_prime_utr piece length (bp),454.0
Fragaria_ananassa,before,mrna,90 percentile three_prime_utr piece length (bp),877.0
Fragaria_ananassa,before,mrna,90 percentile intron in cds length (bp),777.0
Fragaria_ananassa,before,mrna,90 percentile intron in exon length (bp),784.0
Fragaria_ananassa,before,mrna,90 percentile intron in five_prime_utr length (bp),876.0
Fragaria_ananassa,before,mrna,90 percentile intron in three_prime_utr length (bp),801.0
Fragaria_ananassa,before,mrna,Longest gene (bp),88947.0
Fragaria_ananassa,before,mrna,Longest mrna (bp),88947.0
Fragaria_ananassa,before,mrna,Longest cds (bp),17325.0
Fragaria_ananassa,before,mrna,Longest exon (bp),11125.0
Fragaria_ananassa,before,mrna,Longest five_prime_utr (bp),12677.0
Fragaria_ananassa,before,mrna,Longest three_prime_utr (bp),12064.0
Fragaria_ananassa,before,mrna,Longest cds piece (bp),7941.0
Fragaria_ananassa,before,mrna,Longest five_prime_utr piece (bp),11111.0
Fragaria_ananassa,before,mrna,Longest three_prime_utr piece (bp),10238.0
Fragaria_ananassa,before,mrna,Longest intron into cds part (bp),68918.0
Fragaria_ananassa,before,mrna,Longest intron into exon part (bp),68918.0
Fragaria_ananassa,before,mrna,Longest intron into five_prime_utr part (bp),9879.0
Fragaria_ananassa,before,mrna,Longest intron into three_prime_utr part (bp),9862.0
Fragaria_ananassa,before,mrna,Shortest gene (bp),175.0
Fragaria_ananassa,before,mrna,Shortest mrna (bp),175.0
Fragaria_ananassa,before,mrna,Shortest cds piece (bp),1.0
Fragaria_ananassa,before,mrna,Shortest five_prime_utr piece (bp),1.0
Fragaria_ananassa,before,mrna,Shortest three_prime_utr piece (bp),1.0
Fragaria_ananassa,before,mrna,Shortest intron into cds part (bp),4.0
Fragaria_ananassa,before,mrna,Shortest intron into exon part (bp),4.0
Fragaria_ananassa,before,mrna,Shortest intron into five_prime_utr part (bp),5.0
Fragaria_ananassa,before,mrna,Shortest intron into three_prime_utr part (bp),4.0
Fragaria_ananassa,after,mrna,Number of gene,108447.0
Fragaria_ananassa,after,mrna,Number of mrna,108447.0
Fragaria_ananassa,after,mrna,Number of mrnas with utr both sides,60601.0
Fragaria_ananassa,after,mrna,Number of mrnas with at least one utr,67371.0
Fragaria_ananassa,after,mrna,Number of cds,108447.0
Fragaria_ananassa,after,mrna,Number of exon,558292.0
Fragaria_ananassa,after,mrna,Number of five_prime_utr,63020.0
Fragaria_ananassa,after,mrna,Number of three_prime_utr,64952.0
Fragaria_ananassa,after,mrna,Number of exon in cds,514002.0
Fragaria_ananassa,after,mrna,Number of exon in five_prime_utr,90788.0
Fragaria_ananassa,after,mrna,Number of exon in three_prime_utr,81025.0
Fragaria_ananassa,after,mrna,Number of intron in cds,405555.0
Fragaria_ananassa,after,mrna,Number of intron in exon,449845.0
Fragaria_ananassa,after,mrna,Number of intron in five_prime_utr,27768.0
Fragaria_ananassa,after,mrna,Number of intron in three_prime_utr,16073.0
Fragaria_ananassa,after,mrna,Number gene overlapping,6768.0
Fragaria_ananassa,after,mrna,Number of single exon gene,17526.0
Fragaria_ananassa,after,mrna,Number of single exon mrna,17526.0
Fragaria_ananassa,after,mrna,mean mrnas per gene,1.0
Fragaria_ananassa,after,mrna,mean cdss per mrna,1.0
Fragaria_ananassa,after,mrna,mean exons per mrna,5.1
Fragaria_ananassa,after,mrna,mean five_prime_utrs per mrna,0.6
Fragaria_ananassa,after,mrna,mean three_prime_utrs per mrna,0.6
Fragaria_ananassa,after,mrna,mean exons per cds,4.7
Fragaria_ananassa,after,mrna,mean exons per five_prime_utr,1.4
Fragaria_ananassa,after,mrna,mean exons per three_prime_utr,1.2
Fragaria_ananassa,after,mrna,mean introns in cdss per mrna,3.7
Fragaria_ananassa,after,mrna,mean introns in exons per mrna,4.1
Fragaria_ananassa,after,mrna,mean introns in five_prime_utrs per mrna,0.3
Fragaria_ananassa,after,mrna,mean introns in three_prime_utrs per mrna,0.1
Fragaria_ananassa,after,mrna,Total gene length (bp),324486114.0
Fragaria_ananassa,after,mrna,Total mrna length (bp),324486114.0
Fragaria_ananassa,after,mrna,Total cds length (bp),117833874.0
Fragaria_ananassa,after,mrna,Total exon length (bp),168326323.0
Fragaria_ananassa,after,mrna,Total five_prime_utr length (bp),20420871.0
Fragaria_ananassa,after,mrna,Total three_prime_utr length (bp),30071578.0
Fragaria_ananassa,after,mrna,Total intron length per cds (bp),135437984.0
Fragaria_ananassa,after,mrna,Total intron length per exon (bp),156159791.0
Fragaria_ananassa,after,mrna,Total intron length per five_prime_utr (bp),12857247.0
Fragaria_ananassa,after,mrna,Total intron length per three_prime_utr (bp),7550083.0
Fragaria_ananassa,after,mrna,mean gene length (bp),2992.0
Fragaria_ananassa,after,mrna,mean mrna length (bp),2992.0
Fragaria_ananassa,after,mrna,mean cds length (bp),1087.0
Fragaria_ananassa,after,mrna,mean exon length (bp),302.0
Fragaria_ananassa,after,mrna,mean five_prime_utr length (bp),324.0
Fragaria_ananassa,after,mrna,mean three_prime_utr length (bp),463.0
Fragaria_ananassa,after,mrna,mean cds piece length (bp),229.0
Fragaria_ananassa,after,mrna,mean five_prime_utr piece length (bp),225.0
Fragaria_ananassa,after,mrna,mean three_prime_utr piece length (bp),371.0
Fragaria_ananassa,after,mrna,mean intron in cds length (bp),334.0
Fragaria_ananassa,after,mrna,mean intron in exon length (bp),347.0
Fragaria_ananassa,after,mrna,mean intron in five_prime_utr length (bp),463.0
Fragaria_ananassa,after,mrna,mean intron in three_prime_utr length (bp),470.0
Fragaria_ananassa,after,mrna,median gene length (bp),2359.0
Fragaria_ananassa,after,mrna,median mrna length (bp),2359.0
Fragaria_ananassa,after,mrna,median cds length (bp),130.0
Fragaria_ananassa,after,mrna,median exon length (bp),154.0
Fragaria_ananassa,after,mrna,median five_prime_utr length (bp),153.0
Fragaria_ananassa,after,mrna,median three_prime_utr length (bp),294.0
Fragaria_ananassa,after,mrna,median cds piece length (bp),130.0
Fragaria_ananassa,after,mrna,median five_prime_utr piece length (bp),153.0
Fragaria_ananassa,after,mrna,median three_prime_utr piece length (bp),294.0
Fragaria_ananassa,after,mrna,median intron in cds length (bp),144.0
Fragaria_ananassa,after,mrna,median intron in exon length (bp),148.0
Fragaria_ananassa,after,mrna,median intron in five_prime_utr length (bp),230.0
Fragaria_ananassa,after,mrna,median intron in three_prime_utr length (bp),181.0
Fragaria_ananassa,after,mrna,90 percentile gene length (bp),6110.0
Fragaria_ananassa,after,mrna,90 percentile mrna length (bp),6110.0
Fragaria_ananassa,after,mrna,90 percentile cds length (bp),489.0
Fragaria_ananassa,after,mrna,90 percentile exon length (bp),686.0
Fragaria_ananassa,after,mrna,90 percentile five_prime_utr length (bp),465.0
Fragaria_ananassa,after,mrna,90 percentile three_prime_utr length (bp),693.0
Fragaria_ananassa,after,mrna,90 percentile cds piece length (bp),489.0
Fragaria_ananassa,after,mrna,90 percentile five_prime_utr piece length (bp),465.0
Fragaria_ananassa,after,mrna,90 percentile three_prime_utr piece length (bp),693.0
Fragaria_ananassa,after,mrna,90 percentile intron in cds length (bp),725.0
Fragaria_ananassa,after,mrna,90 percentile intron in exon length (bp),751.0
Fragaria_ananassa,after,mrna,90 percentile intron in five_prime_utr length (bp),976.0
Fragaria_ananassa,after,mrna,90 percentile intron in three_prime_utr length (bp),997.0
Fragaria_ananassa,after,mrna,Longest gene (bp),69228.0
Fragaria_ananassa,after,mrna,Longest mrna (bp),69228.0
Fragaria_ananassa,after,mrna,Longest cds (bp),16347.0
Fragaria_ananassa,after,mrna,Longest exon (bp),11210.0
Fragaria_ananassa,after,mrna,Longest five_prime_utr (bp),12677.0
Fragaria_ananassa,after,mrna,Longest three_prime_utr (bp),9521.0
Fragaria_ananassa,after,mrna,Longest cds piece (bp),7941.0
Fragaria_ananassa,after,mrna,Longest five_prime_utr piece (bp),11111.0
Fragaria_ananassa,after,mrna,Longest three_prime_utr piece (bp),7961.0
Fragaria_ananassa,after,mrna,Longest intron into cds part (bp),68918.0
Fragaria_ananassa,after,mrna,Longest intron into exon part (bp),68918.0
Fragaria_ananassa,after,mrna,Longest intron into five_prime_utr part (bp),44826.0
Fragaria_ananassa,after,mrna,Longest intron into three_prime_utr part (bp),14162.0
Fragaria_ananassa,after,mrna,Shortest gene (bp),175.0
Fragaria_ananassa,after,mrna,Shortest mrna (bp),175.0
Fragaria_ananassa,after,mrna,Shortest cds piece (bp),1.0
Fragaria_ananassa,after,mrna,Shortest five_prime_utr piece (bp),1.0
Fragaria_ananassa,after,mrna,Shortest three_prime_utr piece (bp),1.0
Fragaria_ananassa,after,mrna,Shortest intron into cds part (bp),4.0
Fragaria_ananassa,after,mrna,Shortest intron into exon part (bp),4.0
Fragaria_ananassa,after,mrna,Shortest intron into five_prime_utr part (bp),8.0
Fragaria_ananassa,after,mrna,Shortest intron into three_prime_utr part (bp),4.0
Fragaria_vesca,before,mrna,Number of gene,28588.0
Fragaria_vesca,before,mrna,Number of mrna,28588.0
Fragaria_vesca,before,mrna,Number of mrnas with utr both sides,14657.0
Fragaria_vesca,before,mrna,Number of mrnas with at least one utr,18607.0
Fragaria_vesca,before,mrna,Number of cds,28588.0
Fragaria_vesca,before,mrna,Number of exon,156498.0
Fragaria_vesca,before,mrna,Number of five_prime_utr,16001.0
Fragaria_vesca,before,mrna,Number of three_prime_utr,17263.0
Fragaria_vesca,before,mrna,Number of exon in cds,142384.0
Fragaria_vesca,before,mrna,Number of exon in five_prime_utr,22743.0
Fragaria_vesca,before,mrna,Number of exon in three_prime_utr,24492.0
Fragaria_vesca,before,mrna,Number of intron in cds,113796.0
Fragaria_vesca,before,mrna,Number of intron in exon,127910.0
Fragaria_vesca,before,mrna,Number of intron in five_prime_utr,6742.0
Fragaria_vesca,before,mrna,Number of intron in three_prime_utr,7229.0
Fragaria_vesca,before,mrna,Number gene overlapping,2090.0
Fragaria_vesca,before,mrna,Number of single exon gene,5004.0
Fragaria_vesca,before,mrna,Number of single exon mrna,5004.0
Fragaria_vesca,before,mrna,mean mrnas per gene,1.0
Fragaria_vesca,before,mrna,mean cdss per mrna,1.0
Fragaria_vesca,before,mrna,mean exons per mrna,5.5
Fragaria_vesca,before,mrna,mean five_prime_utrs per mrna,0.6
Fragaria_vesca,before,mrna,mean three_prime_utrs per mrna,0.6
Fragaria_vesca,before,mrna,mean exons per cds,5.0
Fragaria_vesca,before,mrna,mean exons per five_prime_utr,1.4
Fragaria_vesca,before,mrna,mean exons per three_prime_utr,1.4
Fragaria_vesca,before,mrna,mean introns in cdss per mrna,4.0
Fragaria_vesca,before,mrna,mean introns in exons per mrna,4.5
Fragaria_vesca,before,mrna,mean introns in five_prime_utrs per mrna,0.2
Fragaria_vesca,before,mrna,mean introns in three_prime_utrs per mrna,0.3
Fragaria_vesca,before,mrna,Total gene length (bp),91881943.0
Fragaria_vesca,before,mrna,Total mrna length (bp),91881943.0
Fragaria_vesca,before,mrna,Total cds length (bp),33668625.0
Fragaria_vesca,before,mrna,Total exon length (bp),46421443.0
Fragaria_vesca,before,mrna,Total five_prime_utr length (bp),4502284.0
Fragaria_vesca,before,mrna,Total three_prime_utr length (bp),8250534.0
Fragaria_vesca,before,mrna,Total intron length per cds (bp),39822494.0
Fragaria_vesca,before,mrna,Total intron length per exon (bp),45460500.0
Fragaria_vesca,before,mrna,Total intron length per five_prime_utr (bp),2873064.0
Fragaria_vesca,before,mrna,Total intron length per three_prime_utr (bp),2673695.0
Fragaria_vesca,before,mrna,mean gene length (bp),3214.0
Fragaria_vesca,before,mrna,mean mrna length (bp),3214.0
Fragaria_vesca,before,mrna,mean cds length (bp),1178.0
Fragaria_vesca,before,mrna,mean exon length (bp),297.0
Fragaria_vesca,before,mrna,mean five_prime_utr length (bp),281.0
Fragaria_vesca,before,mrna,mean three_prime_utr length (bp),478.0
Fragaria_vesca,before,mrna,mean cds piece length (bp),236.0
Fragaria_vesca,before,mrna,mean five_prime_utr piece length (bp),198.0
Fragaria_vesca,before,mrna,mean three_prime_utr piece length (bp),337.0
Fragaria_vesca,before,mrna,mean intron in cds length (bp),350.0
Fragaria_vesca,before,mrna,mean intron in exon length (bp),355.0
Fragaria_vesca,before,mrna,mean intron in five_prime_utr length (bp),426.0
Fragaria_vesca,before,mrna,mean intron in three_prime_utr length (bp),370.0
Fragaria_vesca,before,mrna,median gene length (bp),2406.0
Fragaria_vesca,before,mrna,median mrna length (bp),2406.0
Fragaria_vesca,before,mrna,median cds length (bp),131.0
Fragaria_vesca,before,mrna,median exon length (bp),157.0
Fragaria_vesca,before,mrna,median five_prime_utr length (bp),140.0
Fragaria_vesca,before,mrna,median three_prime_utr length (bp),281.0
Fragaria_vesca,before,mrna,median cds piece length (bp),131.0
Fragaria_vesca,before,mrna,median five_prime_utr piece length (bp),140.0
Fragaria_vesca,before,mrna,median three_prime_utr piece length (bp),281.0
Fragaria_vesca,before,mrna,median intron in cds length (bp),150.0
Fragaria_vesca,before,mrna,median intron in exon length (bp),152.0
Fragaria_vesca,before,mrna,median intron in five_prime_utr length (bp),215.0
Fragaria_vesca,before,mrna,median intron in three_prime_utr length (bp),150.0
Fragaria_vesca,before,mrna,90 percentile gene length (bp),6675.0
Fragaria_vesca,before,mrna,90 percentile mrna length (bp),6675.0
Fragaria_vesca,before,mrna,90 percentile cds length (bp),509.0
Fragaria_vesca,before,mrna,90 percentile exon length (bp),684.0
Fragaria_vesca,before,mrna,90 percentile five_prime_utr length (bp),401.0
Fragaria_vesca,before,mrna,90 percentile three_prime_utr length (bp),625.0
Fragaria_vesca,before,mrna,90 percentile cds piece length (bp),509.0
Fragaria_vesca,before,mrna,90 percentile five_prime_utr piece length (bp),401.0
Fragaria_vesca,before,mrna,90 percentile three_prime_utr piece length (bp),625.0
Fragaria_vesca,before,mrna,90 percentile intron in cds length (bp),758.0
Fragaria_vesca,before,mrna,90 percentile intron in exon length (bp),770.0
Fragaria_vesca,before,mrna,90 percentile intron in five_prime_utr length (bp),915.0
Fragaria_vesca,before,mrna,90 percentile intron in three_prime_utr length (bp),786.0
Fragaria_vesca,before,mrna,Longest gene (bp),47932.0
Fragaria_vesca,before,mrna,Longest mrna (bp),47932.0
Fragaria_vesca,before,mrna,Longest cds (bp),16179.0
Fragaria_vesca,before,mrna,Longest exon (bp),7938.0
Fragaria_vesca,before,mrna,Longest five_prime_utr (bp),7169.0
Fragaria_vesca,before,mrna,Longest three_prime_utr (bp),6823.0
Fragaria_vesca,before,mrna,Longest cds piece (bp),7938.0
Fragaria_vesca,before,mrna,Longest five_prime_utr piece (bp),4308.0
Fragaria_vesca,before,mrna,Longest three_prime_utr piece (bp),4162.0
Fragaria_vesca,before,mrna,Longest intron into cds part (bp),25056.0
Fragaria_vesca,before,mrna,Longest intron into exon part (bp),25056.0
Fragaria_vesca,before,mrna,Longest intron into five_prime_utr part (bp),9899.0
Fragaria_vesca,before,mrna,Longest intron into three_prime_utr part (bp),9939.0
Fragaria_vesca,before,mrna,Shortest gene (bp),180.0
Fragaria_vesca,before,mrna,Shortest mrna (bp),180.0
Fragaria_vesca,before,mrna,Shortest cds piece (bp),1.0
Fragaria_vesca,before,mrna,Shortest five_prime_utr piece (bp),1.0
Fragaria_vesca,before,mrna,Shortest three_prime_utr piece (bp),1.0
Fragaria_vesca,before,mrna,Shortest intron into cds part (bp),4.0
Fragaria_vesca,before,mrna,Shortest intron into exon part (bp),4.0
Fragaria_vesca,before,mrna,Shortest intron into five_prime_utr part (bp),14.0
Fragaria_vesca,before,mrna,Shortest intron into three_prime_utr part (bp),8.0
Fragaria_vesca,after,mrna,Number of gene,34006.0
Fragaria_vesca,after,mrna,Number of mrna,34007.0
Fragaria_vesca,after,mrna,Number of mrnas with utr both sides,18391.0
Fragaria_vesca,after,mrna,Number of mrnas with at least one utr,20559.0
Fragaria_vesca,after,mrna,Number of cds,34006.0
Fragaria_vesca,after,mrna,Number of exon,164975.0
Fragaria_vesca,after,mrna,Number of five_prime_utr,19239.0
Fragaria_vesca,after,mrna,Number of three_prime_utr,19711.0
Fragaria_vesca,after,mrna,Number of exon in cds,157193.0
Fragaria_vesca,after,mrna,Number of exon in five_prime_utr,23997.0
Fragaria_vesca,after,mrna,Number of exon in three_prime_utr,22606.0
Fragaria_vesca,after,mrna,Number of intron in cds,123187.0
Fragaria_vesca,after,mrna,Number of intron in exon,130969.0
Fragaria_vesca,after,mrna,Number of intron in five_prime_utr,4758.0
Fragaria_vesca,after,mrna,Number of intron in three_prime_utr,2895.0
Fragaria_vesca,after,mrna,Number gene overlapping,1670.0
Fragaria_vesca,after,mrna,Number of single exon gene,5481.0
Fragaria_vesca,after,mrna,Number of single exon mrna,5481.0
Fragaria_vesca,after,mrna,mean mrnas per gene,1.0
Fragaria_vesca,after,mrna,mean cdss per mrna,1.0
Fragaria_vesca,after,mrna,mean exons per mrna,4.9
Fragaria_vesca,after,mrna,mean five_prime_utrs per mrna,0.6
Fragaria_vesca,after,mrna,mean three_prime_utrs per mrna,0.6
Fragaria_vesca,after,mrna,mean exons per cds,4.6
Fragaria_vesca,after,mrna,mean exons per five_prime_utr,1.2
Fragaria_vesca,after,mrna,mean exons per three_prime_utr,1.1
Fragaria_vesca,after,mrna,mean introns in cdss per mrna,3.6
Fragaria_vesca,after,mrna,mean introns in exons per mrna,3.9
Fragaria_vesca,after,mrna,mean introns in five_prime_utrs per mrna,0.1
Fragaria_vesca,after,mrna,mean introns in three_prime_utrs per mrna,0.1
Fragaria_vesca,after,mrna,Total gene length (bp),97760575.0
Fragaria_vesca,after,mrna,Total mrna length (bp),97761076.0
Fragaria_vesca,after,mrna,Total cds length (bp),39273380.0
Fragaria_vesca,after,mrna,Total exon length (bp),52802639.0
Fragaria_vesca,after,mrna,Total five_prime_utr length (bp),4888456.0
Fragaria_vesca,after,mrna,Total three_prime_utr length (bp),8638091.0
Fragaria_vesca,after,mrna,Total intron length per cds (bp),40919117.0
Fragaria_vesca,after,mrna,Total intron length per exon (bp),44957936.0
Fragaria_vesca,after,mrna,Total intron length per five_prime_utr (bp),2385781.0
Fragaria_vesca,after,mrna,Total intron length per three_prime_utr (bp),1574644.0
Fragaria_vesca,after,mrna,mean gene length (bp),2875.0
Fragaria_vesca,after,mrna,mean mrna length (bp),2875.0
Fragaria_vesca,after,mrna,mean cds length (bp),1155.0
Fragaria_vesca,after,mrna,mean exon length (bp),320.0
Fragaria_vesca,after,mrna,mean five_prime_utr length (bp),254.0
Fragaria_vesca,after,mrna,mean three_prime_utr length (bp),438.0
Fragaria_vesca,after,mrna,mean cds piece length (bp),250.0
Fragaria_vesca,after,mrna,mean five_prime_utr piece length (bp),204.0
Fragaria_vesca,after,mrna,mean three_prime_utr piece length (bp),382.0
Fragaria_vesca,after,mrna,mean intron in cds length (bp),332.0
Fragaria_vesca,after,mrna,mean intron in exon length (bp),343.0
Fragaria_vesca,after,mrna,mean intron in five_prime_utr length (bp),501.0
Fragaria_vesca,after,mrna,mean intron in three_prime_utr length (bp),544.0
Fragaria_vesca,after,mrna,median gene length (bp),2253.0
Fragaria_vesca,after,mrna,median mrna length (bp),2253.0
Fragaria_vesca,after,mrna,median cds length (bp),137.0
Fragaria_vesca,after,mrna,median exon length (bp),161.0
Fragaria_vesca,after,mrna,median five_prime_utr length (bp),151.0
Fragaria_vesca,after,mrna,median three_prime_utr length (bp),319.0
Fragaria_vesca,after,mrna,median cds piece length (bp),137.0
Fragaria_vesca,after,mrna,median five_prime_utr piece length (bp),151.0
Fragaria_vesca,after,mrna,median three_prime_utr piece length (bp),319.0
Fragaria_vesca,after,mrna,median intron in cds length (bp),146.0
Fragaria_vesca,after,mrna,median intron in exon length (bp),150.0
Fragaria_vesca,after,mrna,median intron in five_prime_utr length (bp),291.0
Fragaria_vesca,after,mrna,median intron in three_prime_utr length (bp),251.0
Fragaria_vesca,after,mrna,90 percentile gene length (bp),5779.0
Fragaria_vesca,after,mrna,90 percentile mrna length (bp),5779.0
Fragaria_vesca,after,mrna,90 percentile cds length (bp),543.0
Fragaria_vesca,after,mrna,90 percentile exon length (bp),758.0
Fragaria_vesca,after,mrna,90 percentile five_prime_utr length (bp),418.0
Fragaria_vesca,after,mrna,90 percentile three_prime_utr length (bp),711.0
Fragaria_vesca,after,mrna,90 percentile cds piece length (bp),543.0
Fragaria_vesca,after,mrna,90 percentile five_prime_utr piece length (bp),418.0
Fragaria_vesca,after,mrna,90 percentile three_prime_utr piece length (bp),711.0
Fragaria_vesca,after,mrna,90 percentile intron in cds length (bp),724.0
Fragaria_vesca,after,mrna,90 percentile intron in exon length (bp),751.0
Fragaria_vesca,after,mrna,90 percentile intron in five_prime_utr length (bp),1060.0
Fragaria_vesca,after,mrna,90 percentile intron in three_prime_utr length (bp),1237.0
Fragaria_vesca,after,mrna,Longest gene (bp),41652.0
Fragaria_vesca,after,mrna,Longest mrna (bp),41652.0
